;Adresse;CP;Ville;Nutella;Riz;Pates;Beurre;Caprice des dieux;Papier toilette;Pain de mie
267; 173 Route Nationale;57970;Yutz ;4.65;1.59;1.59;;2.99;2.15;
268; 174 Avenue De Quakenbruck;61000;Alençon ;4.65;1.49;1.39;;2.89;1.99;1.25
269; 1755 Av Pierre Mendes France;30000;Nîmes ;4.6;1.49;1.55;;2.95;2.15;1.25
270; 176 Avenue De La Gare;60320;Béthisy-Saint-Pierre ;4.65;1.59;1.55;;2.99;2.15;1.25
271; 1770 Route De Grasse;06600;Antibes ;4.65;1.59;1.55;;2.99;;1.29
272; 178 Rue Gambetta;59110;La Madeleine -Gambet ;5.13;2.14;1.82;2.98;;2.21;1.3
273; 17b Place Du General De Gaulle;59122;Hondschoote ;4.85;;1.7;2.8;2.99;2.08;
274; 18 Avenue De La Republique;66190;Collioure ;5.18;1.96;2.1;2.86;3.26;2.35;
275; 18 Bis Rue De La Longeville;62650;Hucqueliers ;4.85;2.0;1.7;2.8;2.99;2.08;1.22
276; 18 Boulevard Albert 1er;20000;Ajaccio ;4.65;;1.65;2.2;2.99;;1.39
277; 18 Place Jean Mermoz;83120;Sainte-Maxime ;4.65;1.65;1.55;2.21;3.15;2.15;
278; 18 Place St Simplice;57000;Metz ;5.29;1.85;;;3.19;2.5;1.35
279; 18 Rue Casimir Beugnet;62160;Bully-les-Mines ;4.65;1.59;1.55;2.39;2.89;2.09;1.25
280; 18 Rue De Montmargantin;61700;Domfront en Poiraie ;4.65;1.49;1.39;;2.99;4.18;1.25
281; 18 Rue Des Cordeliers;86000;Poitiers ;5.72;2.33;2.02;;3.49;;1.43
282; 18 Rue Des Sablons;72320;Vibraye ;5.4;2.24;1.95;;;;
283; 18 Rue Lacretelle;71000;Mâcon ;5.26;2.01;2.01;2.95;3.38;2.2;1.52
284; 180 Route Nationale 7;91200;Athis-Mons ;4.6;1.59;1.59;2.29;2.99;2.15;
285; 182 Avenue Emmanuel Clement;69590;Saint-Symphorien-sur-Coise ;4.65;1.59;1.55;2.45;2.95;2.15;1.25
286; 183 Route De Lille;62660;Beuvry ;4.65;1.59;1.59;2.45;2.99;2.15;1.29
287; 184 Rue Du 19 Mars 1962;01540;Vonnas ;;1.59;1.43;2.45;2.99;2.29;
288; 185 Rue De Grenelle;75007;Paris ;5.54;;2.16;2.85;3.66;2.32;1.64
289; 187 Rue De St Ladre;59400;Cambrai ;4.65;;1.45;;2.99;2.29;1.35
290; 189 Rue Des Fontaines;31300;Toulouse ;5.68;2.07;;;3.6;2.45;
291; 189-191 Boulevard Voltaire;75011;Paris ;5.67;2.03;1.92;2.85;;2.32;1.62
292; 19 Av Du General De Gaulle;25460;Etupes -De Gaulle ;5.65;1.95;2.1;2.95;2.99;2.65;
293; 19 Avenue Aristide Briand;25400;Audincourt -Briand ;;1.75;2.1;2.7;3.5;2.65;
294; 19 Avenue Berthelot;38200;Vienne ;4.65;1.65;1.45;2.45;2.99;2.15;1.25
295; 19 Pl De La Republique;14160;Dives-sur-Mer ;;2.33;2.02;;3.49;;
296; 19 Place Germain Claverie;65000;Tarbes ;4.65;1.59;;2.21;2.89;1.99;
297; 19 Rue Chauvelot;75015;Paris ;5.54;2.03;;;3.66;2.32;1.64
298; 19 Rue Du 22 Novembre;67000;Strasbourg -22 Novem ;5.29;;1.99;;;;1.35
299; 19 Rue Florence;84000;Avignon ;5.26;2.01;;2.95;3.38;;1.52
300; 19 Rue Nationale;59380;Bergues ;5.32;2.13;1.83;;;2.29;
301; 191 Les Terres Du Fenestrelay;18390;Saint-Germain-du-Puy ;4.65;1.49;;2.21;2.89;1.99;1.25
302; 194 Rue Paul Vaillant Couturier;94140;Alfortville -Couturi ;5.45;;;;2.99;2.17;1.3
303; 196 Place Gaston Sanson;76640;Fauville En Caux ;5.1;1.96;1.91;;3.08;;
304; 197 Corniche Prsdt Jf Kennedy;13007;Marseille -Kennedy ;5.77;;;;3.72;;
305; 1b Rue Du Plain Lieudit La Gueyere;70250;Ronchamp ;4.99;1.75;;;;2.35;
306; 1rte Maisons Blanche;10800;Buchères ;5.15;1.79;1.9;2.65;2.99;;1.29
307; 2 Allee Du Marche Zac Du Gaillardon;77000;Melun ;4.65;;;2.21;2.99;2.29;
308; 2 Avenue Charles De Gaulle;69740;Genas ;4.6;;1.59;;2.99;2.15;1.25
309; 2 Avenue De Bale;68300;Saint-Louis ;5.19;;1.95;;3.2;;1.3
310; 2 Avenue De La Petite Mer;13127;Vitrolles ;5.26;2.01;2.03;;;;1.52
311; 2 Avenue De La Plage;17940;Rivedoux-Plage ;5.72;2.33;2.02;;3.49;2.61;1.43
312; 2 Avenue Delattre De Tassigny;01200;Bellegarde S/Valseri ;4.6;1.59;1.55;2.45;;2.15;1.25
313; 2 Avenue Gustave Picard;76410;Tourville-la-Rivière ;4.6;1.45;1.55;2.39;2.95;;1.25
314; 2 Avenue Jean Jaures;03350;Cérilly ;4.99;1.96;1.96;;3.08;2.12;1.33
315; 2 Avenue Jean Mabuse;59600;Maubeuge ;5.58;2.16;1.6;2.67;3.1;2.32;1.27
316; 2 Avenue Leo Lagrange;13410;Lambesc ;4.99;1.96;1.97;2.76;2.99;2.12;1.33
317; 2 Avenue Leon Morin Cc Les Alouettes;33600;Pessac ;4.61;1.65;1.45;2.28;2.99;2.29;1.28
318; 2 Avenue Simone Veil;56850;Caudan ;4.89;2.09;1.76;2.59;2.99;2.23;1.23
319; 2 Bd Gallieni Cc Qwartz;92390;Villeneuve-la-Garenne ;;1.49;1.59;2.29;3.15;2.15;1.35
320; 2 Bis Rue De Cherisy;62156;Vis-en-Artois ;5.01;2.07;1.76;2.87;;2.13;1.28
321; 2 Clos St Lambert;59139;Wattignies ;5.68;2.24;;3.28;3.7;2.44;
322; 2 Pl Du Mandarous;12100;Millau ;5.18;;2.1;2.64;3.26;;
323; 2 Place De France Cc Les Franciades;91300;Massy ;4.65;1.65;1.65;;2.99;4.3;1.35
324; 2 Place Du Marche Au Bois;44350;Guérande ;5.09;2.16;1.84;;;2.32;
325; 2 Route De Biscarosse;33770;Salles ;4.65;1.8;1.59;2.21;2.99;2.15;
326; 2 Route De Paris Le Haut Hubert;76240;Le Mesnil-Esnard ;4.65;1.59;1.55;;2.99;1.99;1.25
327; 2 Route De Roques;31270;Villeneuve-Tolosane ;4.97;1.9;2.02;2.5;2.99;2.15;1.29
328; 2 Route De Tours Zone Commerciale De La Loge;37190;Azay-le-Rideau ;4.65;1.59;1.59;;2.99;2.09;1.25
329; 2 Rte Brie Comte Rob;94520;Perigny/Yerres ;5.27;1.84;1.99;;3.06;2.12;1.35
330; 2 Rue Bannelier;21000;Dijon ;5.14;1.97;1.93;;3.32;;1.51
331; 2 Rue Challonge;22960;Plédran ;4.65;1.59;1.39;;2.99;2.09;1.25
332; 2 Rue Charles De Gaulle 0;94130;Nogent-sur-Marne ;6.25;;2.25;2.99;3.46;2.4;1.69
333; 2 Rue Coeur Joyeux;59211;Santes ;;2.0;1.7;2.8;2.99;;
334; 2 Rue D'assailly;42420;Lorette ;4.65;1.59;1.43;;2.99;2.15;1.25
335; 2 Rue De Bonnetable Les Maillets;72000;Le Mans ;4.65;1.59;1.39;;2.89;1.99;1.25
336; 2 Rue De L'industrie;14123;Cormelles-le-Royal ;4.89;;1.76;2.59;2.99;;1.38
337; 2 Rue De La Barre;44110;Châteaubriant ;4.79;1.65;1.59;2.45;2.99;;1.29
338; 2 Rue De La Chaponniere;50570;Marigny-Le-Lozon ;;1.59;1.43;2.49;2.99;;1.29
339; 2 Rue De Rathsamhausen;67100;Strasbourg ;;;2.1;3.15;;2.75;
340; 2 Rue De Soultz;68700;Uffholtz ;5.85;1.89;2.05;2.8;3.4;2.59;1.45
341; 2 Rue Des Bleuets Pole D'act.Commerc.Boreal Parc;62217;Beaurains ;4.65;1.49;1.55;;2.89;1.99;1.25
342; 2 Rue Des Messageries Cc Muse - Qtier Amphitheatre;57000;Metz ;;1.59;1.55;2.21;2.95;;1.25
343; 2 Rue Du 11 Novembre;42000;Saint-Étienne ;5.26;2.01;2.01;2.95;3.38;2.2;1.52
344; 2 Rue Du Centre;25320;Montferrand-Chateau ;4.99;1.75;1.9;;2.99;2.35;
345; 2 Rue Du Dr Gabriel Pain;71140;Bourbon-Lancy ;5.77;2.15;;3.13;3.72;;
346; 2 Rue Jacquard Cc Carre De Soie;69120;Vaulx-en-Velin ;4.65;1.59;1.55;;2.99;2.29;1.25
347; 2 Rue Jean Moulin;18400;Saint-Florent-sur-Cher ;4.65;1.49;;2.21;2.89;1.79;1.25
348; 2 Rue Lignee;67550;Vendenheim ;5.65;1.95;2.1;3.05;3.39;2.65;1.4
349; 2 Rue Louis Pasteur;62360;Condette ;5.15;1.79;1.9;;3.05;2.4;1.29
350; 2 Rue Marie Curie;44170;Nozay ;4.89;2.09;1.76;;;2.23;1.2
351; 2 Rue Paul Cabet 0;21000;Dijon ;5.39;2.22;1.76;;3.64;2.67;1.65
352; 2 Rue Rene Goscinny Loti.Past.R.Goscinny;31400;Toulouse ;5.1;1.9;2.02;;;2.2;1.42
353; 2 Rue Romain Rolland Sanvic;76620;Le Havre ;4.79;1.65;1.59;;2.99;4.3;1.35
354; 2 Rue Saint Sauveur;80200;Peronne -St Sauveur ;5.13;2.14;1.82;;3.25;2.21;1.3
355; 2 Rue Saumuroise;49000;Angers ;5.09;2.16;1.84;2.67;3.1;;1.27
356; 2-3 Place Des 4 Chemins;69190;Saint-Fons ;4.65;1.59;1.59;;2.95;2.29;1.25
357; 2-4 Avenue Du Portou Cc Ametzondo;64990;Saint-Pierre-d'Irube ;4.6;1.49;1.55;2.29;2.89;1.99;1.25
358; 2-4 Boulevard Clemenceau;62100;Calais ;5.13;2.14;1.82;2.98;3.25;2.21;1.3
359; 2-4 Boulevard Du Mont Boron;06300;Nice ;4.65;1.49;1.55;;2.99;;1.25
360; 2-4 Rue Benoit Malon;42000;Saint-Étienne ;5.14;1.97;1.93;2.75;3.32;;1.51
361; 2-5r Marche De Gros;66000;Perpignan ;5.67;2.03;2.16;2.85;3.66;2.32;1.64
362; 20 Avenue De La Republique Lieudit Le Pont;13124;Peypin -Republique ;5.77;2.15;;;3.72;;
363; 20 Avenue Fontaine Du Berger;77230;Saint-Mard ;4.6;1.59;1.55;2.45;2.99;1.99;1.25
364; 20 Avenue Jean Jaures;02370;Vailly-sur-Aisne ;4.85;;1.7;;2.99;2.08;
365; 20 Avenue Jean Jaures 0;51100;Reims ;5.85;1.95;;;3.5;2.75;
366; 20 Bis Place Gambetta;59124;Escaudain ;5.01;2.07;;;3.07;2.13;1.28
367; 20 Bld Marechal Foch;81100;Castres ;4.97;1.9;2.02;;2.99;2.15;1.29
368; 20 Cours Portal;33000;Bordeaux ;5.65;1.89;2.05;2.99;;2.59;
369; 20 Les Allees;64700;Hendaye ;4.65;1.86;1.55;2.21;2.99;;1.25
370; 20 Place Campariol;31470;Fontenilles ;4.87;1.87;1.99;;2.99;2.1;1.25
371; 20 Place De L'europe;35300;Fougères ;4.65;1.49;1.39;;2.89;1.99;1.25
372; 20 Place De L'hotel De Ville;80000;Amiens ;5.13;2.14;1.82;2.98;3.25;2.21;1.3
373; 20 Place Henri Barbusse;30100;Alès ;5.26;;2.03;;3.38;;1.52
374; 20 Rue Andre Moinier;63000;Clermont-Ferrand ;5.26;;2.01;;3.38;2.2;
375; 20 Rue De Briey;57140;Woippy -Briey ;5.85;1.95;;;3.5;2.75;
376; 20 Rue Du Bourg;62120;Aire-sur-la-Lys ;5.01;2.07;1.76;2.87;3.07;2.13;1.28
377; 20 Rue Du Docteur Lavergne;22400;Lamballe-Armor ;4.65;1.49;1.55;;2.89;;1.25
378; 20 Rue Victor Hugo;29200;Brest -Victor Hugo ;5.09;2.16;1.84;;3.1;;1.27
379; 20 Zi Du Jalday Route De Bayonne;64500;Saint-Jean-de-Luz ;4.6;1.49;1.55;2.29;2.99;1.99;1.29
380; 20/22 Avenue Robert Schuman Immeuble Murano;13002;Marseille ;4.79;1.65;1.59;;3.15;2.29;1.35
381; 20/22 Rue Engel Dollfus;68100;Mulhouse ;;1.79;1.95;3.0;3.2;2.45;1.3
382; 200 Bd Victor Joly Place Jules Morgan;13300;Salon-de-Provence ;4.65;1.59;1.55;2.21;;4.3;1.25
383; 200 Boulevard Vincent Auriol;82000;Montauban ;5.68;;;;3.6;;
384; 204 Rue Du Faubourg St Honore;75008;Paris ;5.54;2.03;;2.85;3.66;2.32;1.64
385; 21 La Riverette La Sinsole;09210;Lézat-sur-Lèze ;4.65;1.59;1.42;;2.99;4.3;1.25
386; 21 Place St Michel;81800;Rabastens S/Tarn ;4.87;1.87;1.99;;2.99;2.1;
387; 21 Rue Angelique Ducoudray;21000;Dijon ;5.77;;2.1;;;;
388; 21 Rue Centrale;73000;Bassens ;;1.49;1.55;;2.95;1.89;1.25
389; 21 Rue Des Meuniers;49124;Le Plessis-Grammoire ;5.72;2.33;2.02;;3.49;;
390; 21 Rue Du Marechal Foch 0;67190;Mutzig -Foch ;5.65;1.95;;;2.99;2.65;1.4
391; 21 Rue Du Pont;62128;Croisilles ;;2.07;1.76;2.87;2.99;2.13;1.28
392; 21 Rue Louis Calmel;92230;Gennevilliers ;;1.49;1.55;2.29;2.99;1.99;1.29
393; 21 Rue Violet;75015;Paris ;5.54;2.03;2.16;2.85;3.66;;1.64
394; 21-23 Rue De Dunkerque;59200;Tourcoing ;5.48;2.24;;;3.6;2.36;1.44
395; 210 Route De Bersat;74930;Reignier-Ésery ;;1.59;1.55;;2.99;2.09;1.25
396; 211 Quai Ledru Rollin Cc St Jacques;03100;Montluçon ;4.6;1.49;;2.05;2.95;1.89;1.25
397; 213 Boulevard Gallieni;92390;Villeneuve-la-Garenne ;5.67;1.9;1.92;;3.66;2.3;1.64
398; 213 Rue Du General De Gaulle 0;69530;Brignais ;;1.96;1.91;;2.99;2.12;1.33
399; 214 Rue Jules Barni;80090;Amiens ;;2.14;1.82;2.98;;2.21;1.3
400; 2144 Quai De La Gare Rte Pt De Vaux -Ldt Chps Bressan;71470;Romenay ;;2.14;1.8;;3.06;2.29;
401; 217 Route Des 3 Villages;33980;Audenge ;4.65;1.59;1.59;2.21;;2.29;1.29
402; 22 Avenue Du General De Gaulle;78290;Croissy-sur-Seine ;;1.59;1.59;2.21;;2.29;1.35
403; 22 Avenue Malaussena;06000;Nice ;;1.95;2.1;;3.6;;1.45
404; 22 Avenue Maurice Petsche;05100;Briançon ;5.26;2.01;2.03;2.95;;2.17;
405; 22 Cours Jean Jaures;38000;Grenoble ;;1.97;1.91;2.86;3.32;2.15;1.51
406; 22 Promenee Marat Cc Jeanne Hachette;94200;Ivry-sur-Seine ;4.65;1.59;1.59;;2.99;2.15;1.25
407; 22 R. Parc National;64260;Arudy ;4.65;1.59;1.55;2.21;2.95;1.99;1.25
408; 22 Rue Colbert;08300;Rethel ;5.5;;;2.99;3.3;;1.39
409; 22 Rue Lobrot;27300;Bernay ;4.65;1.59;1.45;2.45;2.99;2.15;
410; 22 Rue Pasteur;31700;Blagnac ;4.87;1.87;1.99;;2.92;2.1;1.25
411; 220 R.Fbg St Antoine;75012;Paris ;5.54;2.03;;;3.66;2.32;1.64
412; 225 Rue Des Evignes;08170;Fumay ;4.65;1.49;1.55;2.21;2.95;2.09;1.25
413; 229 Les Grands Champs;24410;Saint Aulaye-Puymangou ;;;2.02;;;2.15;1.29
414; 23 Allee Du Vieux Saint-Louis;53000;Laval ;5.4;2.24;1.95;2.82;3.29;2.47;
415; 23 Avenue De Paris;78440;Gargenville ;4.6;1.65;1.65;;2.99;2.29;1.35
416; 23 Avenue Gambetta;24200;Sarlat-la-Canéda ;5.79;2.11;;;3.67;2.5;
417; 23 Rue De La Mauvendiere 0;87000;Limoges ;5.09;2.16;1.84;;3.1;;1.48
418; 23 Rue Des Piboules Quai Des Cabassols;13770;Venelles ;4.65;1.59;1.55;;2.99;2.15;1.25
419; 23 Rue Ferrer;59155;Faches-Thumesnil ;5.13;2.14;1.82;2.98;3.25;;
420; 23 Rue Robert Schuman;56000;Vannes ;;2.16;1.84;;;2.32;
421; 23 Ruelle Du Pre Paradis;88500;Mirecourt ;4.65;1.49;1.55;2.29;2.89;;1.25
422; 234/242 Rue Roger Salengro;59260;Hellemmes ;5.01;2.07;1.76;2.87;3.07;2.13;1.28
423; 235 Rue Etienne Marcel Cc Grande Porte;93100;Montreuil ;;1.65;1.59;2.35;3.25;2.39;1.35
424; 236 Avenue Franklin Roosevelt Cc Sept Chemins;69120;Vaulx-en-Velin ;;1.49;1.55;;;1.99;1.25
425; 237 Route De Pau;40120;Sarbazan ;4.87;1.87;1.99;2.45;2.92;2.1;1.25
426; 24 Avenue De Beziers Rn 113;34770;Gigean ;4.99;1.96;1.97;2.76;2.99;2.12;1.33
427; 24 Avenue De Nancy;57000;Metz ;5.35;1.85;1.99;;3.29;;1.59
428; 24 Chaussee Brunehaut;62129;Thérouanne ;;2.07;1.76;2.87;3.07;2.13;1.28
429; 24 Esplanade Les Ramassiers Lieu Dit Ribaria Et La Barriere;31770;Colomiers ;4.65;1.59;1.43;;2.99;;1.25
430; 24 Quai De Bacalan;33000;Bordeaux ;;;2.1;;3.26;;1.42
431; 24 Rue De La Grange Aux Belles;75010;Paris ;5.54;;;;3.66;2.32;1.64
432; 24 Rue Grand Pont;76000;Rouen -Grand Pont ;5.21;2.21;1.89;2.74;3.17;2.38;1.3
433; 244 Rue La Flouretta;34230;Paulhan ;4.75;1.59;1.55;2.35;2.99;;1.25
434; 245 Boulevard Des Tilleuls;79180;Chauray ;4.99;2.14;;;2.99;;
435; 2489 Route De Strasbourg;69140;Rillieux-la-Pape ;4.65;1.59;1.59;;2.99;2.15;1.25
436; 25 Avenue Du Docteur Henri Gout;11000;Carcassonne ;4.97;;2.02;;2.99;2.15;1.29
437; 25 Avenue Du General Archinard;76600;Le Havre ;5.09;2.16;1.84;2.67;3.1;2.32;1.27
438; 25 Avenue Florissant;74100;Annemasse ;4.65;1.59;1.55;;2.95;;1.25
439; 25 Cours De La Republique;33470;Gujan-Mestras ;4.75;1.59;1.55;2.21;2.99;2.15;1.25
440; 25 Rue Albert Pottier;49650;Allonnes ;4.99;2.14;1.8;2.65;2.99;2.29;
441; 25 Rue De Tours;37150;Bléré ;4.65;1.59;1.39;2.21;2.99;2.09;1.25
442; 25 Rue Du Dr Rene Laennec;49300;Cholet ;5.72;2.33;2.02;;3.49;2.61;1.43
443; 25-27 Avenue Jules Cantini;13006;Marseille ;4.79;1.65;1.65;2.28;2.99;4.3;1.39
444; 25/27 Avenue De L'europe;92700;Colombes ;4.65;1.59;1.45;;2.99;2.15;1.25
445; 25/27 Avenue De Sospel;06500;Menton ;5.26;2.01;2.03;2.95;3.38;2.2;1.52
446; 250 Boulevard Romain Rolland;13009;Marseille ;4.79;1.65;1.46;2.21;3.19;2.29;1.35
447; 256 Rue Du General De Gaulle;29290;Milizac-Guipronvel ;4.57;1.45;1.39;2.22;2.89;1.79;1.12
448; 26 Av Dauphine Provence;26540;Mours-Saint-Eusèbe ;4.99;1.96;1.91;3.16;3.08;2.12;1.33
449; 26 Avenue Aristide Briand;59280;Armentières ;4.6;1.59;;2.39;2.99;2.15;1.25
450; 26 Avenue De Geruzet;65200;Bagnères-de-Bigorre ;4.65;1.49;1.54;2.21;2.89;1.99;1.25
451; 26 Avenue De La Liberation;80430;Beaucamps-le-Vieux ;4.85;2.0;1.7;2.8;2.99;2.08;
452; 26 Quartier Des Brescades;84810;Aubignan ;4.99;1.96;1.97;2.76;;2.12;1.28
453; 26 Rue Camille Jouffrault;79150;Argentonnay ;4.99;;1.8;;;;
454; 26 Rue De Versailles;78150;Le Chesnay-Rocquencourt ;5.21;2.21;;2.74;;2.38;1.3
455; 26 Rue Delalandre;76570;Pavilly -Delalandre ;5.65;1.95;;;3.5;;1.45
456; 26 Rue Michelet;94200;Ivry-sur-Seine ;5.59;1.84;1.99;2.89;3.32;2.39;1.49
457; 26 Ter Bd C.Flammarion;13001;Marseille ;4.79;1.59;1.59;2.21;3.15;2.29;1.29
458; 260 Rue Aristide Briand;76600;Le Havre ;4.63;1.7;1.51;;2.99;2.28;1.38
459; 2601 Route Nationale 20;45770;Saran ;4.6;1.59;;2.29;2.89;;1.25
460; 264 Avenue De La Resistance;40990;Saint-Paul-lès-Dax ;5.68;2.07;2.2;;3.6;2.45;
